PLAYER,GAME,MIN,REB,AST,TO,STL,BLK,PF,PTS,W,L,Diff,OFFENSE: Pts/Poss,OFFENSE: eFG%,OFFENSE: TOV%,OFFENSE: ORB%,OFFENSE: FT Rate,DEFENSE: Pts/Poss,DEFENSE: eFG%,DEFENSE: TOV%,DEFENSE: ORB%,DEFENSE: FT Rate
jarrett-allen,3,36,14,1,4,1,2,4,24,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jarrett-allen,4,32,12,5,1,0,0,0,21,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jarrett-allen,5,27,11,4,2,0,2,2,14,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
jarrett-allen,6,33,11,2,4,3,3,2,14,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
jarrett-allen,7,26,13,3,1,0,1,0,21,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jarrett-allen,8,34,14,3,2,2,1,1,10,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
jarrett-allen,9,38,12,4,1,2,4,5,12,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jarrett-allen,10,31,16,2,1,1,1,3,29,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
javale-mcgee,0,6,4,0,0,0,0,0,4,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
javale-mcgee,1,10,4,0,0,0,0,3,8,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
javale-mcgee,2,10,2,0,0,1,0,0,6,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
javale-mcgee,3,10,3,0,0,1,1,2,7,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
javale-mcgee,4,5,5,0,0,0,1,0,2,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
javale-mcgee,5,5,7,0,2,0,0,0,8,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
javale-mcgee,6,6,1,1,1,0,0,0,0,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
javale-mcgee,7,7,2,1,0,0,0,0,6,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
javale-mcgee,8,8,2,0,0,1,0,2,5,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
javale-mcgee,9,4,2,0,2,0,1,1,0,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
javale-mcgee,10,5,1,1,1,0,0,1,4,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jaxson-hayes,0,34,10,2,0,3,0,0,16,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jaxson-hayes,1,24,6,1,2,4,1,4,6,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
jaxson-hayes,2,14,2,0,1,1,1,2,9,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jaxson-hayes,3,1,0,0,0,0,0,0,0,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
jaxson-hayes,4,4,1,0,0,0,0,2,4,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jaxson-hayes,5,3,0,0,0,0,0,0,0,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jaxson-hayes,6,5,0,1,0,1,0,1,0,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
jaxson-hayes,7,13,2,1,2,0,2,6,6,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jaxson-hayes,8,1,0,0,0,0,0,0,0,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
jaxson-hayes,9,10,2,0,0,0,0,2,0,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jaxson-hayes,10,7,2,0,0,0,0,0,10,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
jay-huff,0,1,0,0,0,1,0,0,0,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jay-huff,1,5,0,0,0,0,0,2,3,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
jay-huff,2,2,1,0,0,0,0,1,0,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jay-huff,3,6,0,1,1,0,0,1,2,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jay-huff,4,2,0,0,0,0,0,1,0,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
jay-huff,5,2,0,0,0,0,0,0,2,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
jaylen-brown,0,27,8,7,3,1,0,5,8,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jaylen-brown,1,36,6,2,0,2,0,0,25,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
jaylen-brown,2,37,11,7,0,0,1,3,22,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jaylen-brown,3,24,6,2,1,0,1,3,8,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
jaylen-brown,4,27,4,5,3,3,0,1,18,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
jaylen-brown,5,37,3,4,0,0,2,5,34,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
jaylen-brown,6,31,11,10,3,3,0,0,13,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jaylen-brown,7,36,2,1,0,2,0,3,13,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
jaylen-brown,8,31,7,5,3,1,1,2,21,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
jaylen-brown,9,28,6,2,3,2,2,5,32,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jaylen-brown,10,18,4,3,0,0,0,1,10,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jaylen-nowell,0,8,0,1,1,0,0,1,0,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jaylen-nowell,1,8,0,2,1,0,0,0,0,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
jaylen-nowell,2,20,0,2,1,0,0,4,8,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jaylen-nowell,3,26,2,4,0,1,0,0,12,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
jaylen-nowell,4,34,1,2,1,1,0,5,8,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jaylen-nowell,5,26,4,1,1,1,0,2,19,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
jaylen-nowell,6,18,2,1,0,0,0,0,0,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jaylen-nowell,7,13,5,3,0,0,0,1,4,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jaylen-nowell,8,2,0,0,0,0,0,0,0,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jaylin-williams,0,18,8,0,0,0,1,1,7,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
jaylin-williams,1,18,3,2,1,0,1,1,9,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
jaylin-williams,2,16,3,2,0,1,2,0,2,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jaylin-williams,3,15,3,2,1,1,1,2,2,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
jaylin-williams,4,15,6,1,0,1,0,2,0,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jaylin-williams,5,11,4,0,1,0,0,2,6,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
jaylin-williams,6,15,2,1,0,1,1,1,7,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jaylin-williams,7,12,1,0,1,0,2,1,5,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jaylin-williams,8,11,2,0,1,2,1,2,0,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jaylin-williams,9,6,1,0,0,0,0,0,3,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jaylin-williams,10,18,4,1,2,1,0,0,6,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jayson-tatum,0,37,7,3,2,1,1,3,23,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jayson-tatum,1,39,7,7,2,1,2,2,30,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
jayson-tatum,2,38,10,8,7,3,1,1,28,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jayson-tatum,3,30,11,1,3,0,1,2,21,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
jayson-tatum,4,32,8,4,1,0,0,1,26,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
jayson-tatum,5,41,11,5,0,3,2,4,39,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
jayson-tatum,6,35,7,3,2,1,0,0,18,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jayson-tatum,7,39,8,5,0,1,0,1,22,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
jayson-tatum,8,32,5,2,2,0,0,2,24,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
jayson-tatum,9,37,14,6,1,1,1,2,19,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
jayson-tatum,10,30,8,5,2,1,1,2,27,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jeenathan-williams,0,19,3,0,0,0,0,1,5,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jeenathan-williams,1,5,1,1,1,1,0,1,2,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jeenathan-williams,2,9,2,0,0,0,0,1,5,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jeenathan-williams,3,6,0,1,0,0,0,1,2,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
jeenathan-williams,4,3,0,0,0,0,0,1,2,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
jeenathan-williams,5,8,0,1,0,1,0,0,5,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jeenathan-williams,6,5,0,0,0,0,0,0,4,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
jeff-green,0,15,3,1,2,1,0,3,8,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
jeff-green,1,15,0,1,0,0,0,3,0,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jeff-green,2,8,2,0,0,0,0,0,5,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jeff-green,3,16,2,0,1,0,0,0,2,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jeff-green,4,17,1,0,0,0,0,1,0,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
jeff-green,5,38,4,1,0,2,1,2,4,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jeff-green,6,16,3,2,1,0,0,0,3,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jeff-green,7,21,5,0,0,0,2,2,9,32.0,17.0,6.8,119.8,0.545,0.135,0.328,21.2,113.0,0.543,0.134,0.250,17.7
jeff-green,8,13,2,0,1,0,2,1,1,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jeff-green,9,14,1,1,0,0,0,1,9,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jeff-green,10,13,2,0,1,0,0,2,6,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
jerami-grant,0,38,3,4,0,2,0,3,18,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jerami-grant,1,31,5,3,3,0,1,4,27,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jerami-grant,2,37,7,2,2,0,1,2,24,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
jerami-grant,3,10,1,2,1,0,0,1,4,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
jerami-grant,4,43,5,9,1,0,2,0,21,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jerami-grant,5,30,5,1,1,1,1,0,18,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
jerami-grant,6,33,3,3,1,1,1,3,17,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jerami-grant,7,43,4,3,1,1,2,2,37,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
jerami-grant,8,36,8,1,2,0,0,1,30,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jerami-grant,9,31,0,1,0,2,0,3,13,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jerami-grant,10,25,2,2,0,1,1,2,9,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
jeremiah-robinsonearl,0,7,3,0,0,0,0,0,8,32.0,16.0,3.4,120.9,0.576,0.125,0.251,23.4,117.5,0.542,0.114,0.263,19.4
jeremiah-robinsonearl,1,3,0,0,0,1,0,0,2,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
jeremiah-robinsonearl,2,22,4,0,1,2,0,1,2,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
jeremiah-robinsonearl,3,6,1,0,0,0,1,0,0,21.0,24.0,0.7,118.7,0.560,0.146,0.303,19.9,118.0,0.548,0.126,0.269,22.1
jeremiah-robinsonearl,4,10,0,0,1,0,1,1,7,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
jeremiah-robinsonearl,5,4,5,0,1,0,0,0,0,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jeremiah-robinsonearl,6,22,3,2,0,2,1,2,4,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jeremiah-robinsonearl,7,20,5,1,0,0,0,1,11,30.0,16.0,4.5,115.9,0.552,0.137,0.281,18.6,111.4,0.530,0.147,0.265,21.0
jeremiah-robinsonearl,8,4,1,0,0,0,0,0,4,10.0,39.0,-8.4,110.8,0.533,0.146,0.256,17.4,119.1,0.566,0.132,0.280,19.6
jeremiah-robinsonearl,9,2,2,0,0,0,0,0,2,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
jeremiah-robinsonearl,10,6,2,1,0,0,0,0,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jeremy-sochan,0,31,16,3,3,2,0,4,15,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jeremy-sochan,1,33,12,2,5,0,2,5,18,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
jeremy-sochan,2,26,5,1,0,1,0,2,2,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
jeremy-sochan,3,31,4,2,2,0,1,0,13,34.0,15.0,6.9,115.9,0.569,0.153,0.260,22.0,109.1,0.515,0.145,0.263,19.4
jeremy-sochan,4,32,14,2,2,2,0,0,31,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jeremy-sochan,5,24,5,4,2,0,0,3,2,34.0,15.0,8.4,120.5,0.578,0.123,0.239,21.2,112.1,0.525,0.158,0.307,21.4
jeremy-sochan,6,33,8,4,2,0,1,2,14,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jeremy-sochan,7,28,4,3,0,1,2,4,23,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
jeremy-sochan,8,34,8,8,3,1,1,2,11,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
jeremy-sochan,9,31,7,4,0,3,1,2,5,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jeremy-sochan,10,38,8,4,4,2,2,4,23,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
jericho-sims,0,13,4,1,1,0,3,0,2,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
jericho-sims,1,19,4,0,0,0,0,0,2,24.0,26.0,-3.2,116.3,0.545,0.157,0.321,20.8,119.5,0.561,0.122,0.273,18.7
jericho-sims,2,24,7,2,2,0,0,1,6,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
jericho-sims,3,1,0,0,0,0,0,0,1,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
jericho-sims,4,25,8,0,1,0,1,4,2,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
jericho-sims,5,27,4,2,0,0,4,1,6,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jericho-sims,6,3,0,0,0,0,1,0,0,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
jericho-sims,7,7,1,0,1,1,0,0,0,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jericho-sims,8,2,0,0,0,0,0,0,0,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
jericho-sims,9,2,0,0,0,0,0,0,0,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jericho-sims,10,1,1,0,0,0,0,0,0,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
jermaine-samuels,0,4,0,0,0,0,0,1,2,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
jermaine-samuels,1,1,0,0,0,0,0,0,0,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jermaine-samuels,2,0,0,0,0,0,0,0,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jermaine-samuels,3,6,2,0,0,0,0,0,0,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
jermaine-samuels,4,9,1,0,0,1,0,0,6,26.0,22.0,-0.0,118.7,0.565,0.125,0.250,20.0,118.7,0.564,0.140,0.293,20.0
jermaine-samuels,5,3,2,0,0,0,0,0,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jermaine-samuels,6,6,2,2,0,0,0,0,0,33.0,16.0,4.1,118.9,0.562,0.130,0.292,18.0,114.7,0.536,0.125,0.267,20.5
jermaine-samuels,7,12,3,0,0,0,1,1,4,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
jermaine-samuels,8,1,0,0,0,0,0,1,2,28.0,19.0,0.1,117.6,0.565,0.134,0.264,17.9,117.5,0.566,0.138,0.249,21.6
jermaine-samuels,9,6,0,0,0,0,0,1,0,26.0,23.0,0.8,113.3,0.532,0.146,0.290,23.1,112.5,0.549,0.157,0.257,21.4
jerome-robinson,0,2,0,0,0,0,0,0,0,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
jerome-robinson,1,3,0,1,0,0,0,0,0,21.0,27.0,-1.9,118.6,0.541,0.133,0.306,21.7,120.4,0.580,0.142,0.282,19.9
jerome-robinson,2,4,0,0,0,0,0,0,1,23.0,26.0,-2.0,114.1,0.534,0.126,0.277,18.4,116.1,0.556,0.146,0.274,20.1
jerome-robinson,3,7,1,1,0,0,0,1,0,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
jerome-robinson,4,2,0,0,0,0,1,0,0,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
jerome-robinson,5,4,0,0,0,0,0,0,3,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jerome-robinson,6,2,0,0,0,0,0,0,0,9.0,39.0,-9.8,111.9,0.544,0.133,0.222,17.9,121.8,0.566,0.136,0.321,20.1
jerome-robinson,7,5,2,0,0,0,0,0,0,28.0,21.0,3.3,117.5,0.559,0.135,0.275,21.4,114.3,0.544,0.140,0.262,20.0
jett-howard,0,3,1,0,0,0,1,0,1,26.0,23.0,-1.8,113.8,0.536,0.136,0.255,22.9,115.5,0.559,0.141,0.259,18.3
jett-howard,1,3,0,0,0,0,0,0,5,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jett-howard,2,1,0,0,0,0,0,0,3,30.0,17.0,6.3,120.3,0.546,0.118,0.277,25.7,114.0,0.536,0.145,0.291,22.1
jett-howard,3,2,0,0,0,0,0,0,3,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jett-howard,4,3,1,0,0,0,0,0,0,37.0,12.0,8.9,121.2,0.571,0.126,0.271,19.9,112.3,0.528,0.119,0.260,14.9
jett-howard,5,5,1,1,0,0,0,1,6,6.0,42.0,-10.9,111.3,0.538,0.156,0.278,19.3,122.2,0.566,0.115,0.263,24.4
jett-howard,6,7,0,1,2,0,0,0,0,27.0,23.0,1.1,121.7,0.582,0.134,0.283,18.0,120.7,0.567,0.137,0.297,24.3
jett-howard,7,4,0,0,0,0,0,0,0,19.0,28.0,-1.0,116.0,0.540,0.129,0.284,17.8,117.0,0.547,0.125,0.268,20.6
jett-howard,8,3,1,0,0,0,0,0,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jett-howard,9,4,1,0,0,0,0,0,2,32.0,15.0,8.5,122.1,0.577,0.130,0.280,21.5,113.7,0.532,0.139,0.281,19.9
jett-howard,10,5,0,1,0,0,0,0,0,23.0,25.0,2.7,115.0,0.536,0.126,0.264,20.7,112.3,0.530,0.137,0.263,22.6
jevon-carter,0,7,0,1,2,0,0,0,2,10.0,37.0,-11.9,110.6,0.529,0.139,0.259,17.0,122.5,0.586,0.138,0.275,21.3
jevon-carter,1,13,0,2,0,0,0,1,3,17.0,31.0,-2.8,115.0,0.547,0.134,0.273,18.5,117.8,0.561,0.136,0.279,18.0
jevon-carter,2,11,2,0,0,1,1,0,6,15.0,33.0,-9.4,109.4,0.508,0.150,0.297,19.1,118.7,0.568,0.147,0.291,21.5
jevon-carter,3,8,1,2,0,0,0,1,0,25.0,25.0,-0.2,115.4,0.561,0.138,0.232,21.8,115.6,0.554,0.136,0.265,16.7
jevon-carter,4,8,1,0,0,0,0,0,0,28.0,21.0,3.6,119.7,0.570,0.149,0.285,24.4,116.1,0.544,0.129,0.278,19.0
jevon-carter,5,17,1,5,0,0,0,0,12,18.0,31.0,-5.7,108.8,0.520,0.148,0.263,18.2,114.5,0.547,0.153,0.277,21.7
