PLAYER,GAME,OPP,MIN,REB,AST,TO,STL,BLK,PF,PTS
ayo-dosunmu,4,PHO,30,1,0,1,2,1,2,13
ayo-dosunmu,5,MEM,28,6,4,3,1,1,1,20
ayo-dosunmu,6,TOR,32,1,5,0,0,1,2,10
ayo-dosunmu,7,CLE,19,3,3,0,0,0,3,10
ayo-dosunmu,8,SAS,29,2,4,2,1,0,4,21
ayo-dosunmu,9,GSW,17,0,0,3,0,0,4,6
ayo-dosunmu,10,HOU,18,4,3,0,0,0,0,8
bam-adebayo,0,WAS,33,14,1,4,0,1,3,20
bam-adebayo,1,SAC,32,11,4,0,0,0,4,16
bam-adebayo,2,PHO,35,11,5,4,1,3,2,8
bam-adebayo,3,NYK,33,13,1,2,0,0,1,12
bam-adebayo,4,BOS,29,5,2,0,1,1,0,19
bam-adebayo,5,MEM,40,15,6,0,1,6,3,15
bam-adebayo,6,ORL,34,11,7,5,2,0,3,22
bam-adebayo,7,ATL,39,9,6,3,1,0,4,21
bam-adebayo,8,TOR,36,5,4,2,1,0,3,16
bam-adebayo,9,BKN,44,20,4,2,1,1,2,11
bam-adebayo,10,CHA,35,10,7,2,0,1,3,24
ben-sheppard,0,SAC,16,1,0,0,0,0,0,7
ben-sheppard,1,NYK,22,6,1,2,3,0,4,5
ben-sheppard,2,BOS,12,2,0,0,0,0,2,0
ben-sheppard,3,MEM,20,0,1,1,1,0,2,6
ben-sheppard,4,PHO,18,2,2,1,0,0,2,2
ben-sheppard,5,PHI,15,5,2,0,0,0,5,2
ben-sheppard,6,DEN,12,1,1,0,1,0,1,5
ben-sheppard,7,PHO,20,4,4,0,2,0,3,4
ben-sheppard,8,POR,10,1,0,0,1,0,1,3
ben-sheppard,9,SAC,28,4,2,0,2,0,4,7
ben-sheppard,10,UTH,25,3,2,0,0,0,4,4
ben-simmons,0,UTH,18,8,11,0,1,1,3,10
ben-simmons,1,MIL,33,15,4,1,0,0,3,2
ben-simmons,2,CHI,33,9,6,4,1,0,3,8
ben-simmons,3,MIA,34,11,5,4,0,1,4,4
ben-simmons,4,CHA,35,10,8,2,0,1,1,11
ben-simmons,5,DAL,32,10,8,2,2,2,3,10
ben-simmons,6,CLE,23,10,9,2,0,1,2,4
bennedict-mathurin,0,SAC,37,5,4,5,2,0,1,31
bennedict-mathurin,1,MEM,30,7,1,2,1,1,4,24
bennedict-mathurin,2,PHO,21,5,0,1,1,0,0,11
bennedict-mathurin,3,PHI,25,5,4,3,0,0,2,13
bennedict-mathurin,4,DEN,28,5,3,1,0,0,2,11
bennedict-mathurin,5,PHO,14,3,0,0,0,0,0,4
bennedict-mathurin,6,POR,23,3,0,3,0,0,1,2
bennedict-mathurin,7,SAC,37,3,4,3,1,2,2,25
bennedict-mathurin,8,UTH,25,1,2,0,0,0,1,11
bennedict-mathurin,9,DEN,22,3,2,2,0,0,3,12
bennedict-mathurin,10,ATL,27,1,3,5,0,0,2,15
bilal-coulibaly,0,MIA,25,4,3,1,1,1,2,5
bilal-coulibaly,1,LAC,37,4,2,1,1,2,2,19
bilal-coulibaly,2,SAS,31,1,1,1,2,1,2,13
bilal-coulibaly,3,DET,31,7,2,1,1,1,3,8
bilal-coulibaly,4,UTH,29,1,2,2,3,0,1,2
bilal-coulibaly,5,MIN,20,0,1,3,0,0,1,4
bilal-coulibaly,6,DEN,31,3,1,2,1,4,2,9
bilal-coulibaly,7,SAS,23,4,1,1,0,1,1,14
bilal-coulibaly,8,NYK,17,3,2,0,0,0,3,5
bilal-coulibaly,9,DET,27,4,2,0,0,0,2,2
bilal-coulibaly,10,ATL,28,6,3,1,2,1,4,12
bismack-biyombo,0,DAL,18,2,4,2,0,0,2,2
bismack-biyombo,1,PHO,26,6,2,2,0,3,3,1
bismack-biyombo,2,LAL,31,10,1,2,0,0,2,6
bismack-biyombo,3,SAS,28,8,1,2,1,3,4,4
bismack-biyombo,4,SAC,22,6,0,0,0,1,1,0
bismack-biyombo,5,LAC,8,2,0,1,1,0,1,2
bismack-biyombo,6,DEN,22,5,1,2,0,1,3,2
bismack-biyombo,7,NOR,25,7,1,0,0,2,4,8
bismack-biyombo,8,ATL,29,11,3,1,1,0,2,8
bismack-biyombo,9,IND,17,3,1,0,0,1,2,2
bismack-biyombo,10,NOR,22,2,0,1,1,1,3,8
bj-boston,0,DET,3,0,0,1,0,0,1,0
bj-boston,1,WAS,27,3,1,0,1,1,2,12
bj-boston,2,CLE,1,0,0,0,0,0,0,0
bj-boston,3,BOS,10,2,0,0,0,1,1,3
bj-boston,4,TOR,2,1,0,0,0,0,0,2
bj-boston,5,MEM,4,0,0,0,0,0,2,0
bj-boston,6,PHO,5,0,0,1,0,0,2,5
bj-boston,7,NOR,6,2,1,1,0,0,1,2
bj-boston,8,MIA,3,0,0,0,0,0,0,0
bj-boston,9,BOS,13,3,0,0,0,0,1,13
bj-boston,10,OKC,16,1,1,0,1,0,1,7
blake-wesley,0,NOR,13,3,6,0,0,0,2,4
blake-wesley,1,ORL,12,1,1,2,1,0,1,4
blake-wesley,2,WAS,12,1,2,1,3,1,3,7
blake-wesley,3,MIN,20,0,3,1,0,1,1,2
blake-wesley,4,POR,24,2,8,1,2,0,1,1
blake-wesley,5,OKC,28,4,6,4,0,1,4,12
blake-wesley,6,PHI,19,2,2,0,1,0,1,6
blake-wesley,7,WAS,15,1,3,1,1,0,1,6
blake-wesley,8,CHA,15,1,2,0,0,0,3,9
blake-wesley,9,BOS,7,1,2,1,0,0,1,0
blake-wesley,10,ATL,13,2,3,1,0,0,0,3
boban-marjanovic,0,TOR,4,4,0,1,0,0,0,6
boban-marjanovic,1,CHA,7,3,0,1,0,0,0,3
boban-marjanovic,2,POR,0,0,0,0,0,0,0,0
boban-marjanovic,3,BOS,7,3,0,0,0,0,1,2
boban-marjanovic,4,MIN,4,3,0,0,0,0,0,2
boban-marjanovic,5,DET,6,1,1,0,0,0,1,0
boban-marjanovic,6,LAL,6,7,0,0,0,0,1,6
boban-marjanovic,7,SAC,7,1,2,0,0,1,0,0
boban-marjanovic,8,SAS,7,0,1,0,0,0,1,4
bobby-portis,0,POR,22,6,0,1,0,0,0,11
bobby-portis,1,DEN,25,12,2,0,0,0,3,9
bobby-portis,2,NOR,22,7,2,1,1,0,6,20
bobby-portis,3,CLE,22,8,0,1,1,0,3,12
bobby-portis,4,CLE,25,6,0,1,0,0,1,8
bobby-portis,5,DET,25,4,0,0,0,1,3,7
bobby-portis,6,DET,17,3,0,0,0,0,0,4
bobby-portis,7,CLE,21,6,3,1,1,0,0,16
bobby-portis,8,SAC,26,10,1,2,0,0,1,22
bobby-portis,9,GSW,21,8,0,1,0,0,5,10
bobby-portis,10,BOS,22,12,0,0,1,0,1,28
bogdan-bogdanovic,0,PHO,34,4,5,0,0,0,2,23
bogdan-bogdanovic,1,LAL,25,1,1,1,0,0,1,18
bogdan-bogdanovic,2,TOR,39,4,2,5,2,2,4,24
bogdan-bogdanovic,3,DAL,27,4,2,0,2,0,2,24
bogdan-bogdanovic,4,GSW,33,0,3,1,1,0,1,17
bogdan-bogdanovic,5,SAC,34,2,4,2,0,0,4,18
bogdan-bogdanovic,6,CLE,28,2,4,1,1,0,0,14
bogdan-bogdanovic,7,MIA,35,3,1,3,0,0,2,17
bogdan-bogdanovic,8,ORL,24,4,1,1,1,1,1,12
bogdan-bogdanovic,9,SAS,26,2,1,3,1,0,2,5
bogdan-bogdanovic,10,WAS,24,3,2,0,3,0,2,14
bojan-bogdanovic,0,LAC,30,1,3,4,0,0,2,26
bojan-bogdanovic,1,CLE,30,2,0,4,1,0,1,17
bojan-bogdanovic,2,OKC,32,1,2,1,0,0,0,17
bojan-bogdanovic,3,WAS,36,3,3,2,1,0,1,30
bojan-bogdanovic,4,CHA,33,4,4,2,0,0,1,34
bojan-bogdanovic,5,MIL,23,1,1,0,0,1,3,15
bojan-bogdanovic,6,MIL,32,1,2,1,0,0,5,19
bojan-bogdanovic,7,MIN,32,5,3,1,0,1,2,20
bojan-bogdanovic,8,SAS,33,2,2,4,1,0,1,19
bojan-bogdanovic,9,SAC,33,5,2,3,3,0,1,26
bojan-bogdanovic,10,DEN,27,1,1,3,3,0,2,14
bol-bol,0,LAL,17,6,2,0,2,2,1,6
bol-bol,1,MIA,10,3,1,0,0,1,1,4
bol-bol,2,LAC,19,5,2,2,1,0,2,14
bol-bol,3,POR,20,9,1,2,0,0,5,11
bol-bol,4,HOU,2,0,0,0,0,2,0,0
bol-bol,5,SAC,3,1,0,0,0,0,0,2
bol-bol,6,NYK,2,0,0,0,0,0,0,2
bol-bol,7,GSW,5,2,0,0,0,0,1,0
bol-bol,8,SAC,1,0,0,0,0,0,0,0
bol-bol,9,DET,3,0,0,0,0,0,0,2
bol-bol,10,UTH,4,1,0,2,0,1,0,0
bradley-beal,0,ATL,40,4,10,4,0,0,2,14
bradley-beal,1,BKN,37,4,5,3,0,0,1,12
bradley-beal,2,MIA,39,5,7,1,1,0,3,19
bradley-beal,3,ORL,35,5,6,4,1,0,4,9
bradley-beal,4,IND,34,4,3,6,1,1,5,12
bradley-beal,5,DAL,36,7,7,2,1,1,4,20
bradley-beal,6,CHI,38,4,5,1,0,0,0,18
bradley-beal,7,IND,38,4,3,2,1,0,4,25
bradley-beal,8,NOR,31,7,5,0,0,0,4,13
bradley-beal,9,SAC,38,3,5,1,2,0,2,13
bradley-beal,10,POR,37,4,5,4,2,0,4,23
brandin-podziemski,0,MEM,34,7,14,0,2,1,2,12
brandin-podziemski,1,PHI,37,6,3,3,0,0,2,11
brandin-podziemski,2,LAL,28,7,5,1,1,0,1,10
brandin-podziemski,3,SAC,27,3,2,1,0,0,2,7
brandin-podziemski,4,ATL,27,3,2,2,0,0,1,10
brandin-podziemski,5,MEM,27,4,4,2,0,0,4,8
brandin-podziemski,6,MIL,36,10,3,0,2,0,3,23
brandin-podziemski,7,CHI,27,3,4,0,0,0,3,5
brandin-podziemski,8,NOR,25,9,2,2,0,0,1,2
brandin-podziemski,9,TOR,29,8,4,0,0,0,1,5
brandin-podziemski,10,DET,25,5,5,1,1,0,2,11
brandon-ingram,0,SAS,36,4,6,2,2,1,4,19
brandon-ingram,1,HOU,36,10,4,6,0,2,4,24
brandon-ingram,2,BOS,36,7,6,2,1,1,2,28
brandon-ingram,3,MIL,28,6,1,1,0,0,0,26
brandon-ingram,4,OKC,34,4,9,5,0,2,3,12
brandon-ingram,5,UTH,31,5,6,1,0,0,1,18
brandon-ingram,6,PHO,33,7,11,2,0,0,2,17
brandon-ingram,7,CHA,34,10,10,2,3,0,3,28
brandon-ingram,8,DAL,32,5,5,1,1,0,3,12
brandon-ingram,9,DEN,34,4,6,2,0,0,2,9
brandon-ingram,10,GSW,23,5,1,2,1,0,4,13
brandon-miller,0,OKC,32,4,4,2,3,2,4,28
brandon-miller,1,CHI,38,1,3,2,1,0,2,21
brandon-miller,2,NYK,39,7,3,1,0,1,1,29
brandon-miller,3,UTH,37,1,3,1,1,0,3,12
brandon-miller,4,HOU,20,1,2,0,0,0,4,5
brandon-miller,5,DET,39,7,4,2,0,1,4,23
brandon-miller,6,MIN,29,3,2,0,1,0,4,27
brandon-miller,7,PHI,35,7,3,1,0,1,1,23
brandon-miller,8,SAS,35,9,2,3,2,0,0,24
brandon-miller,9,SAS,9,2,1,1,1,0,1,1
brandon-miller,10,SAC,28,1,2,0,0,0,1,15
brandon-williams,0,MIN,8,0,2,0,0,0,0,5
brandon-williams,1,PHO,5,0,0,0,0,0,0,2
brandon-williams,2,LAL,5,1,2,0,0,0,0,5
brandon-williams,3,MEM,3,1,1,0,0,0,0,0
brandon-williams,4,POR,10,0,2,1,0,1,0,7
brandon-williams,5,POR,6,2,0,0,1,0,0,0
brandon-williams,6,UTH,7,1,1,1,0,0,1,4
braxton-key,0,POR,1,0,0,0,0,0,0,0
braxton-key,1,NOR,1,0,0,1,0,0,0,0
braxton-key,2,UTH,6,1,1,0,1,0,0,2
braxton-key,3,DET,2,1,0,0,0,0,0,2
braxton-key,4,ORL,6,2,1,0,0,0,1,3
braxton-key,5,CHA,4,1,0,0,1,0,0,0
braxton-key,6,OKC,3,0,0,0,0,0,0,3
braxton-key,7,MEM,7,2,1,0,0,0,0,2
braxton-key,8,HOU,3,1,1,0,0,0,1,1
braxton-key,9,SAS,2,1,1,0,0,0,0,0
braxton-key,10,NOR,1,0,0,0,0,0,0,0
brice-sensabaugh,0,TOR,4,0,2,0,0,0,1,5
brice-sensabaugh,1,DEN,3,0,0,0,0,0,0,0
brice-sensabaugh,2,SAS,2,1,0,0,0,0,0,0
brice-sensabaugh,3,SAC,2,2,0,0,0,0,0,0
brook-lopez,0,POR,36,4,3,0,1,2,1,19
brook-lopez,1,DEN,34,2,2,1,0,2,4,19
brook-lopez,2,NOR,35,3,0,2,1,0,2,24
brook-lopez,3,CLE,35,12,0,2,1,2,3,11
brook-lopez,4,CLE,35,9,3,1,1,1,1,8
brook-lopez,5,DET,35,11,3,3,0,4,4,15
brook-lopez,6,DET,37,10,4,0,1,3,1,19
brook-lopez,7,CLE,25,4,1,2,1,3,2,11
brook-lopez,8,SAC,40,9,3,0,0,3,2,17
brook-lopez,9,GSW,34,8,6,1,0,2,1,11
brook-lopez,10,BOS,28,5,3,1,0,2,3,15
bruce-brown-jr,0,HOU,26,5,4,1,2,2,1,5
bruce-brown-jr,1,CHI,38,7,3,2,3,2,3,19
bruce-brown-jr,2,ATL,37,9,2,0,2,1,4,11
bruce-brown-jr,3,LAC,32,9,2,3,0,1,3,9
bruce-brown-jr,4,MEM,21,3,2,2,0,0,3,7
bruce-brown-jr,5,NYK,22,3,0,2,1,1,2,8
bruce-brown-jr,6,CHI,25,7,1,0,1,0,4,15
bruce-brown-jr,7,DEN,33,10,6,2,3,0,3,18
bruce-brown-jr,8,ATL,21,1,4,2,0,0,0,12
bruce-brown-jr,9,WAS,27,9,6,0,1,1,2,16
bruce-brown-jr,10,BOS,21,2,2,0,1,0,1,7
bruno-fernando,0,CLE,3,1,1,0,0,0,0,0
bruno-fernando,1,WAS,5,2,0,1,0,0,0,4
bruno-fernando,2,IND,4,1,0,0,0,0,0,0
bruno-fernando,3,PHI,17,5,0,1,1,3,2,8
bruno-fernando,4,IND,7,2,0,0,0,1,1,6
bruno-fernando,5,WAS,15,3,2,1,1,0,4,0
bruno-fernando,6,CLE,16,8,1,0,0,1,2,13
bruno-fernando,7,TOR,1,0,0,0,0,0,0,0
bruno-fernando,8,CLE,4,3,0,1,0,0,1,2
bruno-fernando,9,WAS,5,1,0,1,0,0,0,5
bruno-fernando,10,ORL,1,0,0,0,0,0,1,0
bryce-mcgowens,0,OKC,25,3,3,2,4,1,5,15
bryce-mcgowens,1,CHI,13,2,2,0,0,0,0,5
bryce-mcgowens,2,NYK,2,1,0,0,0,0,0,0
bryce-mcgowens,3,HOU,7,1,0,0,0,0,1,8
bryce-mcgowens,4,MIN,6,0,1,0,0,0,0,2
bryce-mcgowens,5,PHI,2,0,0,0,0,0,0,0
bryce-mcgowens,6,MIA,5,2,0,0,0,0,0,2
bryce-mcgowens,7,SAS,24,0,0,4,1,0,1,12
bryce-mcgowens,8,SAC,10,2,1,1,0,0,0,4
bryce-mcgowens,9,CHI,24,1,2,0,0,0,1,3
bryce-mcgowens,10,CHI,5,2,0,1,0,0,0,0
buddy-hield,0,SAC,28,4,4,0,2,0,3,17
buddy-hield,1,NYK,28,2,0,0,1,2,2,3
buddy-hield,2,BOS,36,6,4,1,3,0,2,12
buddy-hield,3,MEM,19,3,3,1,0,1,1,3
buddy-hield,4,PHO,14,2,4,1,0,0,2,2
buddy-hield,5,PHI,26,3,2,1,2,0,1,11
buddy-hield,6,DEN,22,1,1,0,2,1,1,3
buddy-hield,7,PHO,31,4,3,0,1,0,2,18
buddy-hield,8,POR,36,6,7,1,1,1,4,18
buddy-hield,9,SAC,36,5,8,1,1,1,2,12
buddy-hield,10,UTH,23,2,1,1,0,0,1,14
cade-cunningham,0,LAC,33,3,11,4,1,0,4,16
cade-cunningham,1,CLE,31,2,7,0,2,1,4,19
cade-cunningham,2,WAS,35,4,12,7,0,0,3,20
cade-cunningham,3,DEN,11,3,3,0,0,0,2,3
cade-cunningham,4,GSW,35,5,3,2,0,1,2,30
cade-cunningham,5,UTH,40,5,13,6,1,0,5,31
cade-cunningham,6,HOU,30,1,10,4,0,0,2,6
cade-cunningham,7,TOR,38,3,12,0,1,0,4,30
cade-cunningham,8,BOS,43,6,9,6,3,2,3,31
cade-cunningham,9,BKN,37,9,5,3,1,1,4,41
cade-cunningham,10,BKN,33,3,6,2,0,0,4,22
caleb-houstan,0,PHO,2,0,0,0,0,0,0,3
caleb-houstan,1,CLE,24,2,0,1,0,0,2,6
caleb-houstan,2,MIA,8,0,1,0,0,0,0,0
caleb-houstan,3,PHI,15,2,0,1,0,0,0,0
caleb-houstan,4,ATL,14,1,0,0,1,0,3,3
caleb-houstan,5,NYK,21,1,0,0,0,0,4,7
caleb-houstan,6,OKC,35,3,2,3,1,0,0,14
caleb-houstan,7,MIA,32,2,3,0,0,0,4,9
caleb-houstan,8,MIN,34,7,2,0,0,0,2,8
caleb-houstan,9,ATL,36,2,4,0,1,0,2,25
caleb-houstan,10,DEN,24,0,1,0,0,0,3,8
caleb-martin,0,WAS,29,4,4,1,1,0,3,4
caleb-martin,1,SAC,28,3,2,1,0,0,3,7
caleb-martin,2,PHO,25,6,1,2,0,0,3,12
caleb-martin,3,NYK,16,3,0,0,0,1,2,6
caleb-martin,4,BOS,22,3,2,0,1,0,0,8
caleb-martin,5,MEM,29,4,1,2,2,1,2,15
caleb-martin,6,ORL,31,4,4,2,0,0,2,11
caleb-martin,7,ATL,27,8,1,1,0,1,1,10
caleb-martin,8,TOR,26,3,5,1,0,0,1,10
caleb-martin,9,BKN,34,3,1,1,1,1,1,9
caleb-martin,10,CHA,25,3,2,1,1,0,2,2
cam-reddish,0,LAC,16,0,1,1,1,3,1,9
cam-reddish,1,POR,21,4,1,0,2,0,2,10
cam-reddish,2,UTH,11,1,0,0,0,0,0,0
cam-reddish,3,PHO,8,0,0,0,0,0,1,0
cam-reddish,4,TOR,23,1,0,2,1,1,1,13
cam-reddish,5,LAC,20,4,1,5,2,0,1,7
cam-reddish,6,MEM,32,2,0,0,1,0,0,8
cam-reddish,7,MIA,19,0,1,4,0,0,2,0
cam-reddish,8,MIN,22,3,4,0,0,0,0,4
cam-reddish,9,BOS,18,0,0,2,0,0,2,5
cam-reddish,10,OKC,28,4,7,0,1,0,2,4
cam-whitmore,0,TOR,21,6,1,2,2,0,1,25
cam-whitmore,1,NOR,20,0,0,0,1,0,1,17
cam-whitmore,2,LAL,18,6,0,0,0,0,0,20
cam-whitmore,3,BKN,29,9,1,0,0,1,1,19
cam-whitmore,4,CHA,20,11,2,0,0,0,2,24
cam-whitmore,5,POR,14,4,0,0,0,0,2,12
cam-whitmore,6,BOS,27,4,0,1,1,1,1,5
cam-whitmore,7,UTH,27,5,1,2,0,2,1,17
cam-whitmore,8,NYK,9,2,0,0,0,0,1,0
cam-whitmore,9,PHI,23,6,1,0,1,0,3,14
cam-whitmore,10,BOS,28,7,0,1,1,1,2,22
cameron-johnson-g,0,PHO,29,2,1,3,2,1,3,18
cameron-johnson-g,1,UTH,30,6,3,1,1,0,0,17
cameron-johnson-g,2,MIN,22,4,3,1,0,0,2,5
cameron-johnson-g,3,NYK,25,5,2,0,0,0,1,19
cameron-johnson-g,4,LAC,29,4,6,0,1,0,1,9
cameron-johnson-g,5,LAL,23,4,5,0,1,0,1,10
cameron-johnson-g,6,POR,27,3,5,0,0,1,1,13
cameron-johnson-g,7,MIA,23,2,0,0,0,0,3,6
cameron-johnson-g,8,CLE,23,2,1,3,1,0,3,3
cameron-johnson-g,9,POR,34,6,3,0,1,1,3,17
cameron-johnson-g,10,OKC,32,3,2,0,1,0,4,9
cameron-payne,0,POR,8,1,2,0,0,0,0,0
cameron-payne,1,DEN,13,1,2,0,1,0,2,3
cameron-payne,2,NOR,18,2,5,0,2,0,0,11
cameron-payne,3,CLE,11,2,0,0,0,1,2,4
cameron-payne,4,CLE,13,2,0,1,1,0,1,5
cameron-payne,5,CLE,13,0,1,0,1,0,0,13
cameron-payne,6,SAC,12,0,1,0,1,0,0,15
cameron-payne,7,BOS,15,4,3,0,0,0,0,7
cameron-payne,8,HOU,8,0,1,0,0,0,0,1
cameron-payne,9,SAS,15,1,4,0,0,0,1,5
cameron-payne,10,IND,10,1,2,0,0,0,3,7
cameron-thomas,0,PHO,33,2,4,2,2,0,2,25
cameron-thomas,1,UTH,31,7,0,2,1,1,3,25
cameron-thomas,2,HOU,41,3,3,5,1,0,4,37
cameron-thomas,3,MIN,28,6,3,5,2,0,0,25
cameron-thomas,4,NYK,22,1,2,1,0,1,3,14
cameron-thomas,5,LAC,27,2,6,4,0,0,2,20
cameron-thomas,6,LAL,32,3,4,1,1,0,2,33
cameron-thomas,7,POR,22,0,4,1,0,0,0,8
cameron-thomas,8,MIA,32,2,3,2,0,0,2,23
cameron-thomas,9,CLE,35,6,2,0,0,1,3,26
cameron-thomas,10,POR,18,3,0,1,0,0,0,9
caris-levert,0,MEM,29,1,3,2,2,0,1,16
caris-levert,1,DET,25,1,4,2,1,2,0,11
caris-levert,2,LAC,23,2,3,1,1,0,1,13
caris-levert,3,MIL,24,4,5,1,1,0,5,12
caris-levert,4,MIL,28,4,4,2,2,1,2,9
caris-levert,5,MIL,22,3,4,2,0,0,1,4
caris-levert,6,CHI,30,7,7,3,0,0,2,16
caris-levert,7,BKN,35,3,1,1,1,2,2,21
caris-levert,8,SAS,26,2,3,4,2,0,2,23
caris-levert,9,WAS,27,4,11,2,2,0,0,11
caris-levert,10,WAS,23,5,5,0,1,1,1,21
cason-wallace,0,CHA,25,2,1,1,1,0,1,12
cason-wallace,1,DEN,20,2,1,0,0,0,3,5
cason-wallace,2,MIN,20,2,2,0,0,1,6,3
cason-wallace,3,DET,21,4,1,0,2,0,1,4
cason-wallace,4,NOR,21,2,1,0,4,0,1,12
cason-wallace,5,SAS,23,3,4,0,1,0,4,13
cason-wallace,6,POR,12,4,0,2,0,0,0,3
cason-wallace,7,MIN,13,3,0,1,1,0,2,0
cason-wallace,8,UTH,32,4,1,1,1,1,3,16
cason-wallace,9,LAC,15,2,1,0,1,1,1,5
cason-wallace,10,LAL,20,0,1,1,2,1,0,5
cedi-osman,0,NOR,19,0,0,2,2,2,3,3
cedi-osman,1,ORL,28,2,3,2,0,0,4,8
cedi-osman,2,WAS,29,3,2,0,2,0,1,20
cedi-osman,3,MIN,16,3,4,1,1,0,1,2
cedi-osman,4,POR,18,3,1,2,1,1,1,7
cedi-osman,5,OKC,14,0,0,0,0,1,0,9
cedi-osman,6,PHI,11,3,1,0,0,0,2,2
cedi-osman,7,WAS,17,3,4,0,0,0,1,3
cedi-osman,8,CHA,13,3,1,0,0,0,1,5
cedi-osman,9,BOS,12,5,1,0,0,0,2,2
cedi-osman,10,ATL,12,1,0,1,0,0,3,3
charles-bassey,0,NOR,19,11,3,1,0,3,4,8
charles-bassey,1,ATL,4,1,0,0,0,2,3,0
charles-bassey,2,DEN,15,6,2,1,0,1,3,9
charles-bassey,3,GSW,7,0,2,0,0,1,0,0
charles-bassey,4,LAC,2,0,0,3,0,0,0,0
charles-bassey,5,LAC,18,12,3,3,0,4,2,2
charles-bassey,6,MEM,4,1,0,1,0,0,3,0
charles-bassey,7,SAC,2,1,0,0,0,0,0,2
charles-bassey,8,OKC,17,7,1,0,0,0,1,6
charles-bassey,9,MIA,6,5,1,1,1,0,2,3
charles-bassey,10,MIN,11,6,2,0,0,2,1,2
chet-holmgren,0,CHA,23,6,3,1,1,2,1,16
chet-holmgren,1,DEN,32,13,3,2,0,5,0,18
chet-holmgren,2,MIN,32,7,2,2,0,3,0,4
chet-holmgren,3,DET,23,12,1,1,0,1,0,9
chet-holmgren,4,NOR,30,13,0,0,1,2,1,20
chet-holmgren,5,SAS,30,9,4,3,1,3,3,17
chet-holmgren,6,POR,32,10,3,1,0,6,1,8
chet-holmgren,7,MIN,33,5,2,0,1,2,4,15
chet-holmgren,8,UTH,32,5,5,3,0,4,3,15
chet-holmgren,9,LAC,33,5,5,1,0,1,4,8
chet-holmgren,10,LAL,30,8,4,3,1,3,5,9
chimezie-metu,0,BKN,1,0,0,0,0,0,0,0
chimezie-metu,1,ORL,7,1,0,1,1,0,1,0
chimezie-metu,2,IND,2,1,0,0,0,0,0,0
chimezie-metu,3,DAL,14,7,1,0,0,0,1,2
chimezie-metu,4,IND,7,1,1,0,1,0,2,2
chimezie-metu,5,NOR,14,4,1,1,0,1,2,2
chimezie-metu,6,SAC,10,5,1,1,0,0,1,6
chimezie-metu,7,POR,17,3,0,0,1,2,3,8
chimezie-metu,8,LAL,9,2,1,0,0,0,0,4
chimezie-metu,9,LAC,8,2,0,0,0,1,1,4
chimezie-metu,10,MEM,12,1,0,1,1,0,3,4
chris-boucher,0,CHI,7,2,0,1,0,0,1,5
chris-boucher,1,ATL,13,4,0,1,0,0,2,5
chris-boucher,2,LAC,17,5,0,0,0,0,1,9
chris-boucher,3,MEM,12,5,1,0,0,0,1,5
chris-boucher,4,NYK,12,2,1,0,0,0,2,5
chris-boucher,5,CHI,18,9,2,2,0,0,1,6
chris-boucher,6,MIA,18,7,0,0,0,1,0,2
chris-boucher,7,BOS,14,2,0,0,0,0,1,4
chris-boucher,8,UTH,12,0,0,1,0,0,1,7
chris-boucher,9,LAC,11,1,0,0,0,0,0,3
chris-boucher,10,LAL,14,7,1,3,2,0,1,2
chris-duarte,0,GSW,3,0,0,0,0,0,0,0
chris-duarte,1,PHI,10,3,0,1,0,0,1,1
chris-duarte,2,CHA,14,2,2,0,0,0,2,0
chris-duarte,3,NOR,15,0,1,0,0,0,0,1
chris-duarte,4,TOR,16,0,1,1,0,0,2,10
chris-duarte,5,ORL,10,0,1,2,1,0,3,0
chris-duarte,6,CHA,30,7,4,1,1,0,1,12
chris-duarte,7,MEM,26,6,0,1,0,0,2,7
chris-duarte,8,ATL,25,0,4,1,1,0,1,5
chris-duarte,9,POR,8,3,1,0,1,0,0,4
chris-duarte,10,MIN,18,4,0,1,2,0,1,3
chris-livingston,0,NOR,2,1,0,0,0,0,2,0
chris-livingston,1,CLE,9,1,0,0,0,0,2,0
chris-livingston,2,GSW,1,0,0,0,0,0,0,0
chris-livingston,3,BOS,9,2,1,1,0,0,0,2
chris-livingston,4,UTH,15,2,0,1,1,0,1,6
chris-livingston,5,IND,2,1,1,0,0,0,0,0
chris-livingston,6,BKN,1,1,1,0,0,0,0,2
chris-livingston,7,NYK,0,0,0,0,0,0,0,0
chris-livingston,8,HOU,0,0,0,0,0,0,0,0
chris-livingston,9,DET,9,3,0,0,0,0,2,2
chris-livingston,10,NYK,2,2,0,1,1,0,0,0
chris-paul,0,DET,24,6,4,1,0,1,2,8
chris-paul,1,DEN,30,4,6,0,0,0,2,9
chris-paul,2,ORL,30,2,4,1,0,0,1,12
chris-paul,3,DAL,33,2,6,0,2,1,2,24
chris-paul,4,MIA,27,4,4,3,0,0,4,9
chris-paul,5,DEN,28,3,3,1,0,0,1,13
chris-paul,6,POR,27,3,11,1,3,0,1,2
chris-paul,7,WAS,25,7,10,1,1,0,2,4
chris-paul,8,BOS,35,7,12,0,0,0,2,9
chris-paul,9,POR,32,4,8,2,1,0,1,4
chris-paul,10,BKN,30,4,11,3,0,0,2,2
christian-braun,0,POR,8,2,0,1,0,0,1,2
christian-braun,1,OKC,16,5,0,0,1,0,0,10
christian-braun,2,MIL,17,6,1,0,0,0,2,0
christian-braun,3,PHI,17,0,2,0,0,0,2,2
christian-braun,4,NYK,15,3,0,1,0,0,1,4
christian-braun,5,IND,15,4,0,0,1,1,0,2
